"Window","Switch to Editor","⇧⌘E","In Windows","org.eclipse.ui.window.switchToEditor"
"Edit","Restore Last Selection","⌥⇧↓","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.last"
"Window","Show Ruler Context Menu","⌘F10","Editing Text","org.eclipse.ui.edit.text.showRulerContextMenu"
"Navigate","Open Call Hierarchy","⌃⌥H","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.call.hierarchy"
"Window","Previous Editor","⇧⌘F6","In Windows","org.eclipse.ui.window.previousEditor"
"Source","Toggle Comment","⌘/","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Server","Publish","⌥⌘P","In Servers View","org.eclipse.wst.server.publish"
"JET Source Actions","Format","⇧⌘F","Editing JET Source","org.eclipse.codegen.ui.jet.format"
"Task Repositories","Mark Task Unread","⌥⇧U","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskUnread"
"Project","Build All","⌘B","In Windows","org.eclipse.ui.project.buildAll"
"Source","Quick Assist - Rename in file","⌘2 R","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.renameInFile.assist"
"Edit","Previous Sibling","⌃⇧↑","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.previousSibling"
"Navigate","Go To Previous Unread Task","⌥↑","In Tasks View","org.eclipse.mylyn.tasks.ui.command.goToPreviousUnread"
"Navigate","Previous Page","⌥⇧F7","In Windows","org.eclipse.ui.part.previousPage"
"Task Repositories","Mark Task Read","⌥⇧R","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskRead"
"Navigate","Next Edit Location","⌃⌥→","In Windows","org.eclipse.ui.edit.text.gotoNextEditPosition"
"Navigate","Goto Matching Bracket","⇧⌘P","Editing JET Source","org.eclipse.emf.codegen.ui.jet.goto.matching.bracket"
"File","Save All","⇧⌘S","In Windows","org.eclipse.ui.file.saveAll"
"Run/Debug","Step Return","F7","Debugging","org.eclipse.debug.ui.commands.StepReturn"
"Edit","Select Next Element","⌃⇧→","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.structure.select.next"
"Source","Remove Occurrence Annotations","⌥⌘U","Editing Java Source","org.eclipse.jdt.ui.edit.text.remove.occurrence.annotations"
"Source","Add Javadoc Comment","⌥⌘J","In Windows","org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment"
"Window","Toggle Full Screen","⌃⌘F","In Dialogs and Windows","org.eclipse.ui.window.fullscreenmode"
"Navigate","Go to Matching Bracket","⇧⌘P","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.goto.matching.bracket"
"Task Repositories","New Subtask","⇧Insert","In Tasks View","org.eclipse.mylyn.tasks.ui.command.new.subtask"
"Language Servers","Open Call Hierarchy","⌃⌥H","in Generic Code Editor","org.eclipse.lsp4e.openCallHierarchy"
"Edit","Select Enclosing Element","⌃⇧⇞","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.enclosing"
"Source","Quick Assist - Assign to var","⌘2 F","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToField.assist"
"Refactor - Java","Extract Method","⌥⌘M","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.method"
"Refactor - Java","Rename - Refactoring ","⌥⌘R","In Windows","org.eclipse.jdt.ui.edit.text.java.rename.element"
"Views","Refresh View (Gradle Tasks)","F5","In Gradle Tasks View","org.eclipse.buildship.ui.commands.refreshtaskview"
"Text Editing","Text End","⌘↘","Editing Text","org.eclipse.ui.edit.text.goto.textEnd"
"Navigate","Quick Outline","⌘O","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.quick_outline"
"Edit","Content Assist","⌥/","In Dialogs and Windows","org.eclipse.ui.edit.text.contentAssist.proposals"
"Window","Activate Editor","⌘F12","In Windows","org.eclipse.ui.window.activateEditor"
"File","Refresh","F5","In Windows","org.eclipse.ui.file.refresh"
"Terminal view commands","Terminal view insert","⌥T","Terminal Typing Connected","org.eclipse.terminal.command1"
"Views","Show View","⌥⌘Q T","In Windows","org.eclipse.ui.views.showView"
"Web Page Editor Layout","Graphical Designer","⇧⌘F11","Using Web Page Editor","org.eclipse.jst.pagedesigner.design"
"Search","Declaration in Workspace","⌘G","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.search.declarations.in.workspace"
"Edit","Open Selection","F3","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.open.file.from.source"
"Web Page Editor Layout","Vertical Layout","⇧⌘F9","Using Web Page Editor","org.eclipse.jst.pagedesigner.vertical"
"Run/Debug","Close Rendering","⌘W","In Memory View","org.eclipse.debug.ui.commands.closeRendering"
"Edit","Select Previous Element","⌃⇧↖","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.previous"
"Source","Format","⇧⌘F","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.format"
"Navigate","Previous Edit Location","⌃⌥←","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"Source","Quick Assist - Extract method","⌘2 M","Editing Java Source","org.eclipse.jdt.ui.correction.extractMethodInplace.assist"
"Uncategorized","Go to Matching Bracket","⇧⌘P","in Generic Code Editor","org.eclipse.ui.genericeditor.gotoMatchingBracket"
"SQL Results View","Remove All Visible Results","⇧⌦","In Windows","org.eclipse.datatools.sqltools.result.removeAllInstances"
"Edit","Select Enclosing Element","⌥⇧↑","Editing JET Source","org.eclipse.jdt.ui.edit.text.java.select.enclosing"
"Source","Add Text Block","⇧⌘'","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.textblock"
"Navigate","Next Page","⌘F5","In Faces Config Editor","org.eclipse.ui.part.nextPage"
"Navigate","Matching Character","⇧⌘P","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.goto.matching.bracket"
"JET Source Actions","Show Source Quick Menu","⌥⇧S","Editing JET Source","org.eclipse.codegen.ui.jet.source.quickmenu"
"Run/Debug","Terminate","⌘F2","Debugging","org.eclipse.debug.ui.commands.Terminate"
"File","New","⌘N","In Windows","org.eclipse.ui.newWizard"
"Edit","Next Sibling","⌃⇧↓","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.nextSibling"
"Language Servers","Open Type Hierarchy","F4","in Generic Code Editor","org.eclipse.lsp4e.openTypeHierarchy"
"Run/Debug","Run JUnit Plug-in Test","⌥⌘X P","In Windows","org.eclipse.pde.ui.junitWorkbenchShortcut.run"
"Refactor - Java","Show Refactor Quick Menu","⌥⌘T","In Windows","org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu"
"Task Repositories","Open Selected Task","⌘↩","In Tasks View","org.eclipse.mylyn.tasks.ui.command.openSelectedTask"
"Source","Annotate Class File","⌘1","Browsing attached Java Source","org.eclipse.jdt.ui.edit.text.java.annotate.classFile"
"Edit","Restore Last Selection","⌥⇧↓","Editing JET Source","org.eclipse.jdt.ui.edit.text.java.select.last"
"Terminal view commands","Terminal view insert","⌥D","Terminal Typing Connected","org.eclipse.terminal.command1"
"Text Editing","Next Word","⌥→","Editing Text","org.eclipse.ui.edit.text.goto.wordNext"
"Database Tools","Execute All","⌥⌘X","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.ExecuteSQLAction"
"Text Editing","Copy Lines","⌥⌘↓","Editing Text","org.eclipse.ui.edit.text.copyLineDown"
"Views","Show View (Breakpoints)","⌥⌘Q B","In Windows","org.eclipse.ui.views.showView"
"Search","References in Workspace","⇧⌘G","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.search.references.in.workspace"
"Source","Toggle Comment","⌘/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Navigate","Next Sub-Tab","⌥⇟","In Dialogs and Windows","org.eclipse.ui.navigate.nextSubTab"
"Text Editing","Collapse","⌘Numpad_Subtract","Editing Text","org.eclipse.ui.edit.text.folding.collapse"
"Run/Debug","All Instances","⇧⌘N","In Windows","org.eclipse.jdt.debug.ui.commands.AllInstances"
"Uncategorized","Show Markup Cheat Sheet","F1","WikiText Markup Source Context","org.eclipse.mylyn.wikitext.ui.editor.showCheatSheetCommand"
"Web Page Editor Layout","Horizontal Layout","⇧⌘F10","Using Web Page Editor","org.eclipse.jst.pagedesigner.horizotal"
"Terminal Commands","Open Local Terminal on Selection","⌃⌥⇧T","In Windows","org.eclipse.terminal.view.ui.command.launchToolbar"
"Text Editing","Delete Previous Word","⌥⌫","Editing Text","org.eclipse.ui.edit.text.deletePreviousWord"
"Source","Add Import","⇧⌘M","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.import"
"Server","Stop","⌥⌘S","In Servers View","org.eclipse.wst.server.stop"
"Navigate","Go to Line","⌘L","Editing Text","org.eclipse.ui.edit.text.goto.line"
"Source","Quick Assist - Assign to local variable","⌘2 L","Editing Java Source","org.eclipse.jdt.ui.correction.assignToLocal.assist"
"Web Page Editor Layout","Source Code","⇧⌘F12","Using Web Page Editor","org.eclipse.jst.pagedesigner.source"
"Run/Debug","Run Gradle Test","⌥⌘X G","In Windows","org.eclipse.buildship.ui.shortcut.test.run"
"Run/Debug","New Rendering","⌘N","In Memory View","org.eclipse.debug.ui.commands.newRendering"
"Edit","Paste","⌘V","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Navigate","Open Manifest","⌥⇧⌘M","In Windows","org.eclipse.pde.ui.openManifest"
"Language Servers","Go to Symbol in File","⌘O","Editing Text","org.eclipse.lsp4e.symbolInFile"
"Focused UI","Make Landmark","⌥⇧⌘↑","In Windows","org.eclipse.mylyn.context.ui.commands.interest.increment"
"Text Editing","Zoom In","⌘=","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Edit","Word Completion","⌥⌘/","Editing Text","org.eclipse.ui.edit.text.hippieCompletion"
"Search","Show Occurrences in File Quick Menu","⇧⌘U","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"Source","Add Block Comment","⌃⌘/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.block.comment"
"Window","Toggle Split Editor (Vertical)","⇧⌘[","In Windows","org.eclipse.ui.window.splitEditor"
"View","Zoom Out","⌘-","In Windows","org.eclipse.gef.zoom_out"
"Run/Debug","Previous Page of Memory","⇧⌘,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"SQL Results View","Remove Result","⌘⌦","In Windows","org.eclipse.datatools.sqltools.result.removeInstance"
"Run/Debug","Run","⇧⌘F11","In Windows","org.eclipse.debug.ui.commands.RunLast"
"Navigate","Go to Previous Member","⌃⌥↑","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.previous.member"
"Terminal view commands","Maximize Active View or Editor","⌥↑","Terminal Control in Focus","org.eclipse.terminal.maximize"
"Navigate","Next Page","⌥F7","In Windows","org.eclipse.ui.part.nextPage"
"Language Servers","Quick Type Hierarchy","⌘T","Editing Text","org.eclipse.lsp4e.typeHierarchy"
"Source","Show Source Quick Menu","⌥⌘S","In Windows","org.eclipse.jdt.ui.edit.text.java.source.quickMenu"
"Edit","Incremental Find Reverse","⇧⌘J","Editing Text","org.eclipse.ui.edit.findIncrementalReverse"
"Navigate","Open Structure","⌘F3","Editing Java Source","org.eclipse.jdt.ui.navigate.java.open.structure"
"Edit","Next Sibling","⇧⌘↓","Editing in Structured Text Editors","org.eclipse.wst.xml.ui.nextSibling"
"Views","Show View (History)","⌥⌘Q Z","In Windows","org.eclipse.ui.views.showView"
"File","Rename","⌥⇧R","in Generic Code Editor","org.eclipse.ui.edit.rename"
"Edit","Select All","⌘A","In Dialogs and Windows","org.eclipse.ui.edit.selectAll"
"Source","Surround With Quick Menu","⌥⌘Z","In Windows","org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu"
"Navigate","Show In Breadcrumb","⌥⌘B","Editor Breadcrumb Navigation","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Text Editing","Move Lines Down","⌥↓","Editing Text","org.eclipse.ui.edit.text.moveLineDown"
"Edit","Quick Fix","⌘1","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"Terminal view commands","Terminal view insert","⌥Y","Terminal Typing Connected","org.eclipse.terminal.command1"
"Run/Debug","Debug Java Applet","⌃⌥⌘D A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.debug"
"Source","Open External Documentation","⇧F2","Editing Ant Buildfiles","org.eclipse.ant.ui.openExternalDoc"
"Navigate","Next","⌘.","In Windows","org.eclipse.ui.navigate.next"
"Run/Debug","Next Memory Monitor","⌥⌘N","In Memory View","org.eclipse.debug.ui.commands.nextMemoryBlock"
"Edit","Context Information","⌥⇧?","In Windows","org.eclipse.ui.edit.text.contentAssist.contextInformation"
"SQL Results View","Terminate Result","⌘Break","In Windows","org.eclipse.datatools.sqltools.result.terminate"
"Navigate","Open Maven POM","⌥⇧P","In Windows","org.eclipse.m2e.core.ui.command.openPom"
"Run/Debug","Coverage TestNG Test","⌥⇧E N","In Windows","org.eclipse.eclemma.ui.testNgShortcut.coverage"
"Uncategorized","Add Artifact to Target Platform","⌥⇧⌘A","In Windows","org.eclipse.pde.ui.searchTargetRepositories"
"Run/Debug","Coverage Scala Application","⌥⇧E L","In Windows","org.eclipse.eclemma.ui.scalaShortcut.coverage"
"Terminal view commands","Terminal view insert","⌥S","Terminal Typing Connected","org.eclipse.terminal.command1"
"Terminal view commands","Terminal view insert","⌥H","Terminal Typing Connected","org.eclipse.terminal.command1"
"Task Repositories","Mark Task Incomplete","⌥⇧I","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskIncomplete"
"Edit","Context Information","⌥?","In Windows","org.eclipse.ui.edit.text.contentAssist.contextInformation"
"Search","Declaration in Workspace","⌘G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace"
"Source","Quick Assist - Rename in file","⌘2 R","Editing Java Source","org.eclipse.jdt.ui.correction.renameInFile.assist"
"View","Zoom In","⌘=","In Windows","org.eclipse.gef.zoom_in"
"Views","Show View (Task List)","⌥⌘Q K","In Windows","org.eclipse.ui.views.showView"
"JET Refactor Actions","Rename","⌥⇧R","Editing JET Source","org.eclipse.codegen.ui.jet.rename"
"Language Servers","Restore To Last Selection","⌥⇧↓","in Generic Code Editor","org.eclipse.lsp4e.selectionRange.down"
"Terminal view commands","Copy","⇧⌘C","Terminal Control in Focus","org.eclipse.terminal.copy"
"Text Editing","Select Next Word","⌥⇧→","Editing Text","org.eclipse.ui.edit.text.select.wordNext"
"Run/Debug","Toggle Breakpoint","⇧⌘B","In Windows","org.eclipse.debug.ui.commands.ToggleBreakpoint"
"Run/Debug","Run on Server","⌥⇧X R","In Windows","org.eclipse.wst.server.launchShortcut.run"
"Run/Debug","Coverage Eclipse Application","⌥⇧E E","In Windows","org.eclipse.eclemma.ui.workbenchShortcut.coverage"
"Navigate","Open Remote Task","⌥⇧⌘F12","In Windows","org.eclipse.mylyn.tasks.ui.command.openRemoteTask"
"File","Close All","⇧⌘W","In Windows","org.eclipse.ui.file.closeAll"
"Terminal view commands","Paste","⇧Insert","Terminal Control in Focus","org.eclipse.terminal.paste"
"Source","Add JSDoc Comment","⌥⌘J","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.add.javadoc.comment"
"Navigate","Open Type Hierarchy","F4","In Windows","org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy"
"Run/Debug","Run Java Application","⌥⌘X J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.run"
"Database Tools","Edit in SQL Query Builder...","⌥Q","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.DMLDialogSelectionAction"
"Window","Next Perspective","⌘F8","In Windows","org.eclipse.ui.window.nextPerspective"
"Navigate","Previous Sub-Tab","⌥⇞","In Dialogs and Windows","org.eclipse.ui.navigate.previousSubTab"
"Run/Debug","Debug OSGi Framework","⌃⌥⌘D O","In Windows","org.eclipse.pde.ui.EquinoxLaunchShortcut.debug"
"Git","Copy Path to Clipboard","⌘C","In Git Repositories View","org.eclipse.egit.ui.RepositoriesViewCopyPath"
"Text Editing","Line Start","⌘←","Editing Text","org.eclipse.ui.edit.text.goto.lineStart"
"Run/Debug","Debug XSLT Transformation","⌥⌘D X","In Windows","org.eclipse.wst.xsl.debug.ui.launchshortcut.debug"
"ANSI Support Commands","Copy Text Without ANSI Escapes","⌘Insert","In Console View","AnsiConsole.command.copy_without_escapes"
"Server","Debug","⌥⌘D","In Servers View","org.eclipse.wst.server.debug"
"Edit","Remove Block Comment","⇧⌘\","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.remove.block.comment"
"Edit","Toggle Insert Mode","⇧⌘Insert","Editing Text","org.eclipse.ui.edit.text.toggleInsertMode"
"Run/Debug","Run OSGi Framework","⌥⌘X O","In Windows","org.eclipse.pde.ui.EquinoxLaunchShortcut.run"
"Navigate","Go to Next Member","⌃⌥↓","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.goto.next.member"
"Edit","Incremental Find","⌘J","Editing Text","org.eclipse.ui.edit.findIncremental"
"Text Editing","Text End","↘","Editing Text","org.eclipse.ui.edit.text.goto.textEnd"
"Text Editing","To Upper Case","⇧⌘X","Editing Text","org.eclipse.ui.edit.text.upperCase"
"Refactor - Java","Inline","⌥⌘I","In Windows","org.eclipse.jdt.ui.edit.text.java.inline"
"Edit","Toggle Comment","⌘/","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.toggleCommentAction"
"Navigate","Open Type in Hierarchy","⇧⌘H","JavaScript View","org.eclipse.wst.jsdt.ui.navigate.open.type.in.hierarchy"
"Terminal view commands","Terminal view insert","⌥W","Terminal Typing Connected","org.eclipse.terminal.command1"
"Terminal view commands","Terminal view insert","⌥F","Terminal Typing Connected","org.eclipse.terminal.command1"
"Uncategorized","Copy Commit Id","⌘C","In Git Reflog View","org.eclipse.egit.ui.internal.reflog.CopyCommand"
"Views","Show View (Problems)","⌥⌘Q X","In Windows","org.eclipse.ui.views.showView"
"Source","Quick Assist - Assign to variable in new try-with-resources block","⌘2 T","Editing Java Source","org.eclipse.jdt.ui.correction.assignInTryWithResources.assist"
"Edit","Toggle Comment","⇧⌘C","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.toggle.comment"
"Navigate","Previous Page","⇧⌘F5","In Faces Config Editor","org.eclipse.ui.part.previousPage"
"Edit","Find Next","⌘K","In Windows","org.eclipse.ui.edit.findNext"
"Edit","Add Block Comment","⌘/","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.add.block.comment"
"Navigate","Forward History","⌘]","In Windows","org.eclipse.ui.navigate.forwardHistory"
"Task Repositories","Mark Task Complete","⌥⇧C","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskComplete"
"Edit","Find Previous","⇧⌘K","In Windows","org.eclipse.ui.edit.findPrevious"
"Edit","Quick Diff Toggle","⌃⇧Q","Editing Text","org.eclipse.quickdiff.toggle"
"Text Editing","To Lower Case","⇧⌘Y","Editing Text","org.eclipse.ui.edit.text.lowerCase"
"Navigate","Search Repository for Task","⇧⌘F12","In Windows","org.eclipse.mylyn.tasks.ui.command.searchForTask"
"Navigate","Deactivate Task","⇧⌘F9","In Windows","org.eclipse.mylyn.tasks.ui.command.deactivateAllTasks"
"Terminal view commands","Terminal view insert","⌥N","Terminal Typing Connected","org.eclipse.terminal.command1"
"Navigate","Next Tab","⌃⇟","In Dialogs and Windows","org.eclipse.ui.navigate.nextTab"
"Task Repositories","Mark Task Unread","⌥⇧U","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskUnread"
"Navigate","Previous Edit Location","⌃Q","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"Uncategorized","EditBreakpointLabel","F2","In Windows","org.eclipse.debug.ui.commands.BreakpointLabelCommand"
"Source","Rename In File","⌥⌘R","Editing Ant Buildfiles","org.eclipse.ant.ui.renameInFile"
"Text Editing","Expand All","⌘Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.expand_all"
"Task Repositories","New Subtask","⌥⇧N","In Tasks View","org.eclipse.mylyn.tasks.ui.command.new.subtask"
"Git","Quick Outline","⌘O","In Diff Viewer","org.eclipse.egit.ui.commit.DiffEditorQuickOutlineCommand"
"Window","Toggle Split Editor (Horizontal)","⇧⌘-","In Windows","org.eclipse.ui.window.splitEditor"
"Terminal Commands","Open Local Terminal on Selection","⌃⌥T","In Windows","org.eclipse.terminal.connector.local.command.launch"
"Database Tools","Execute Selected Text As One Statement","⌥C","Editing SQL","org.eclipse.datatools.sqltools.sqleditor.ExecuteAsOneStatementAction"
"Run/Debug","Execute","⌘U","In Windows","org.eclipse.jdt.debug.ui.commands.Execute"
"Language Servers","Go to Symbol in Workspace","⇧⌘T","In Windows","org.eclipse.lsp4e.symbolInWorkspace"
"Terminal view commands","Terminal view insert","⌥E","Terminal Typing Connected","org.eclipse.terminal.command1"
"Run/Debug","Toggle Memory Monitors Pane","⌘T","In Memory View","org.eclipse.debug.ui.commands.toggleMemoryMonitorsPane"
"Run/Debug","EOF","⌃D","In I/O Console","org.eclipse.debug.ui.commands.eof"
"Navigate","Backward History","⌥⌘←","In Windows","org.eclipse.ui.navigate.backwardHistory"
"Run/Debug","Debug Java Application","⌃⌥⌘D J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.debug"
"Spy","Plug-in Menu Spy","⌥⇧F2","In Dialogs and Windows","org.eclipse.pde.runtime.spy.commands.menuSpyCommand"
"Task Repositories","Mark Task Complete","⌥⇧C","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskComplete"
"Refactor - Java","Move - Refactoring ","⌥⌘V","In Windows","org.eclipse.jdt.ui.edit.text.java.move.element"
"Views","Show View (Cheat Sheets)","⌥⌘Q H","In Windows","org.eclipse.ui.views.showView"
"Search","Show Occurrences in File Quick Menu","⇧⌘U","In Windows","org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"Refactor - Java","Extract Local Variable","⌥⇧L","Editing JET Source","org.eclipse.jdt.ui.edit.text.java.extract.local.variable"
"Text Editing","Delete Line","⌘D","Editing Text","org.eclipse.ui.edit.text.delete.line"
"Run/Debug","Coverage TestNG Suite","⌥⇧E G","In Windows","org.eclipse.eclemma.ui.testNgSuiteShortcut.coverage"
"Source","Format","⇧⌘F","Editing Ant Buildfiles","org.eclipse.jdt.ui.edit.text.java.format"
"Terminal view commands","Quick Access","⌥→","Terminal Control in Focus","org.eclipse.terminal.quickaccess"
"Run/Debug","Add Memory Block","⌥⌘M","In Memory View","org.eclipse.debug.ui.commands.addMemoryMonitor"
"Run/Debug","Run Maven Build","⌥⇧X M","In Windows","org.eclipse.m2e.core.pomFileAction.run"
"Navigate","Show In Breadcrumb","⌥⌘B","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Spy","Plug-in Selection Spy","⌥⇧F1","In Dialogs and Windows","org.eclipse.pde.runtime.spy.commands.spyCommand"
"Source","Toggle Comment","⌘7","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Text Editing","Toggle Folding","⌘Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.toggle"
"Navigate","Open Plug-in Artifact","⇧⌘A","In Windows","org.eclipse.pde.ui.openPluginArtifact"
"Run/Debug","Coverage JUnit Plug-in Test","⌥⇧E P","In Windows","org.eclipse.eclemma.ui.junitPluginShortcut.coverage"
"Terminal view commands","Paste","⌘V","Terminal Control in Focus","org.eclipse.terminal.paste"
"Navigate","Quick Outline","⌘O","PDE editor","org.eclipse.pde.ui.quickOutline"
"Text Editing","Select Text End","⇧↘","Editing Text","org.eclipse.ui.edit.text.select.textEnd"
"Refactor - Java","Change Method Signature","⌥⌘C","In Windows","org.eclipse.jdt.ui.edit.text.java.modify.method.parameters"
"Source","Correct Indentation","⌘I","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.indent"
